Del;Arbetsmoment;Grupp;Rad;Moment/Typ/Sort;Underlag/Variant;Enhet;0;-1;-2;-3;-4;-5;-6;-7;-8;-9
6;6501010;501;10;Infällda rör (VP 16–20 mm);Valv u-kantsarm = -0 / ö-kantsarm = -1 / planbjälklag = -2 / väggform trä = -3 / väggform stål = -4 / dubbel/färdig pelarform = -5 / stålregel min 45 cm = -6 / träregel = -7;m rör;0,03;0,06;0,05;0,06;0,07;0,11;0,07;0,05;;
6;6501011;501;11;Infällda rör (VP 25–50 mm);Valv u-kantsarm = -0 / ö-kantsarm = -1 / planbjälklag = -2 / väggform trä = -3 / väggform stål = -4 / dubbel/färdig pelarform = -5 / stålregel min 45 cm = -6 / träregel = -7;m rör;0,04;0,07;0,06;0,06;0,08;0,11;0,09;0,07;;
6;6503010;503;10;Utvändiga rör (VP 16–20 mm);Betong/tegel/lättbet./stål ≤5 mm inkl borrn = -0 / Trä, stål ≤3 mm självborr = -1 / Stål exkl borrn = -2 / Ankarskena = -3 / Stege/lina = -4 / Oavsett fästmetod = -5;m rör;0,11;0,08;0,09;0,07;0,03;0,07;;;;
6;6503011;503;11;Utvändiga rör (VP 25–50 mm);Betong/tegel/lättbet./stål ≤5 mm inkl borrn = -0 / Trä, stål ≤3 mm självborr = -1 / Stål exkl borrn = -2 / Ankarskena = -3 / Stege/lina = -4 / Oavsett fästmetod = -5;m rör;0,13;0,1;0,1;0,09;0,03;0,08;;;;
6;6504010;504;10;Maskin inbilning av rör;Betong (-0)/25–50 (-1);m;0,4;0,53;;;;;;;;
6;6504011;504;11;Maskin inbilning av rör;Lättbetong (-0)/25–50 (-1);m;0,07;0,1;;;;;;;;
6;6504012;504;12;Maskin inbilning av rör;Trä, tegel före puts (-0)/25–50 (-1);m;0,12;0,14;;;;;;;;
6;6504013;504;13;Maskin inbilning av rör;Tegel efter puts (-0)/25–50 (-1);m;0,27;0,35;;;;;;;;
6;6506010;506;10;Rörförläggning i färdig bilad spår (VP 16–50);Endast fastsättning (-0);m;0,06;;;;;;;;;
6;6508010;508;10;Rörförläggning utan fastsättning (VP 16–50);16–20 (-0) / 25–50 (-1);m;0,04;0,05;;;;;;;;
6;6513010;513;10;Tillägg – OMG-rör;Tidsätts som VP + tillägg (-0);m;0,03;;;;;;;;;
6;6513011;513;11;Tillägg – SM-rör;Tidsätts som VP + tillägg (-0);m;0,02;;;;;;;;;
6;6513013;513;13;Tillägg – Protec-rör;Tidsätts som VP + tillägg (-0);m;0,02;;;;;;;;;
6;6513014;513;14;Tillägg – spiralslang/robotslang;Tidsätts som VP + tillägg (-0);m;0,03;;;;;;;;;
6;6515010;515;10;Flexibel VP-slang med kabel;Valv/väggform 16–25 (-0) / 32–50 (-1);m slang;0,02;0,03;;;;;;;;
6;6515011;515;11;Flexibel VP-slang m. kabel, Protecsystem;Valv/väggform 16–25 (-0) / 32–50 (-1);m slang;0,03;0,04;;;;;;;;
6;6515014;515;14;Flexibel VP-slang – vid inbilning/reg./utv;16–25 (-0) / 32–50 (-1);m slang;0,01;0,02;;;;;;;;
6;6515015;515;15;Flexibel VP-slang – Protecsystem vid inb/reg/utv;16–25 (-0) / 32–50 (-1);m slang;0,02;0,03;;;;;;;;
6;6521010;521;10;Sammanfogning rör genom dilatationsfog inkl ytterhylsa;Valv/väggform (-0);fog;0,11;;;;;;;;;
6;6521011;521;11;Tillkommande rör i samma ytterhylsa;Valv/väggform (-0);rör;0,03;;;;;;;;;
6;6521013;521;13;Hopskarva i väggelement befintligt rör m. i valv förlagt rör;Valv/väggform (-0);hopskarvning;0,03;;;;;;;;;
6;6521015;521;15;Uppmätning & avpassning röruppgång (max 3 rör, enskiktsvalv);Valv/väggform (-0);uppgångsställe;0,07;;;;;;;;;
6;6521016;521;16;Tillägg röruppgång vid rörförläggning på valvform/planbjälklag;Valv/väggform (-0);uppgångsställe;0,04;;;;;;;;;
6;6521019;521;19;Håltagning i bef ursparning planbjälklag;Valv/väggform (-0);rör;0,01;;;;;;;;;
6;6521020;521;20;Håltagning för rör under/uppifrån i planbjälklag;Valv/väggform (-0);rör;0,08;;;;;;;;;
6;6521021;521;21;Utmätning blivande mellanvägg, typ regelvägg;Valv/väggform (-0);utmätt vägg;0,08;;;;;;;;;
6;6523010;523;10;Hopskarv i prefab betongbjälklag – vägg/valv;Vid inbilning/regelverk (-0);hopskarvning;0,03;;;;;;;;;
6;6523011;523;11;Utmätning blivande mellanvägg i träbjälklag;Vid inbilning/regelverk (-0);utmätt vägg;0,03;;;;;;;;;
6;6523012;523;12;Tillägg för rörförläggning med vävplastskydd (träbjälklag);Vid inbilning/regelverk (-0);m rör;0,01;;;;;;;;;
6;6525010;525;10;Tillägg – förläggning med avståndsklammer;Utvändigt (-0);m;0,02;;;;;;;;;
6;6525012;525;12;Tillägg – röruppgång på olika underlag;Utvändigt (-0);uppgångsställe;0,04;;;;;;;;;
6;6525016;525;16;Hopskarv i väggelement resp. botten med VP/SM-rör;Utvändigt (-0);hopskarvning;0,03;;;;;;;;;
6;6536010;536;10;Dosor på valv/väggform/pl.bjälklag – ID ≤80 mm;u-kant = -0 / ö-kant = -1 / enkel form = -2 / dubbel/färdig pelarform = -3 / planbjälklag = -4;dosa;0,09;0,19;0,09;0,17;0,03;;;;;
6;6536011;536;11;Dosor – ID ≤80 mm, exkl. tätning / tätl. lock/insats;u-kant = -0 / ö-kant = -1 / enkel form = -2 / dubbel/färdig pelarform = -3 / planbjälklag = -4;dosa;0,07;0,18;0,07;0,16;;;;;;
6;6536014;536;14;Fyrkant/dubbeldosa ≤145 mm;u-kant = -0 / ö-kant = -1 / enkel form = -2 / dubbel/färdig pelarform = -3 / planbjälklag = -4;dosa;0,12;0,29;0,12;0,27;;;;;;
6;6536015;536;15;Fyrkant/dubbeldosa ≤180 mm;u-kant = -0 / ö-kant = -1 / enkel form = -2 / dubbel/färdig pelarform = -3 / planbjälklag = -4;dosa;0,13;0,32;0,13;0,3;;;;;;
6;6538010;538;10;Dosor – med maskinell inbilning/regel/utvändigt (ID ≤80);Betong -0 / Lättbetong -1 / Tegel -2 / Trä -3 / På regel/kottl./kloss -4 / I regelvägg på skiva -5 / Thorsmans hålfäste -6 / Oavsett -7;dosa;0,14;0,06;0,08;0,08;0,07;0,06;0,05;0,07;;
6;6538012;538;12;Dosor i tak (ID ≤80);Betong -0 / Lättbetong -1 / Tegel -2 / Trä -3 / På regel -4 / I regelvägg -5 / Hålfäste -6 / Oavsett -7;dosa;;0,15;;0,2;0,1;;;0,1;;
6;6538014;538;14;Dosor ≤80 exkl tätning / med tätningslock/insats;Betong -0 / Lättbetong -1 / Tegel -2 / Trä -3 / På regel -4 / I regelvägg -5;dosa;0,14;0,05;0,07;0,09;0,07;0,06;;;;
6;6538016;538;16;Dosor i tak (ID ≤80) – exkl tätning;Betong -0 / Lättbetong -1 / Tegel -2 / Trä -3 / På regel -4 / I regelvägg -5;dosa;;0,13;;0,2;0,1;;;;;
6;6538018;538;18;Fyrkantdosa ≤145 / rund 80–90 / dubbeldosa;Betong -0 / Lättbetong -1 / Tegel -2 / Trä -3 / På regel -4 / I regelvägg -5 / Oavsett -7;dosa;0,31;0,1;0,12;0,13;0,09;0,09;;0,1;;
6;6538020;538;20;Fyrkantdosa ≤180;Betong -0 / Lättbetong -1 / Tegel -2 / Trä -3 / På regel -4 / I regelvägg -5 / Oavsett -7;dosa;0,59;0,18;0,22;0,25;0,09;0,1;;0,12;;
6;6538022;538;22;Fyrkantdosa ≤300;Betong -0 / Lättbetong -1 / Tegel -2 / Trä -3 / På regel -4 / I regelvägg -5;dosa;;0,37;0,47;0,53;0,09;0,13;;;;
6;6542010;542;10;Tillägg – lösa stosar ≤2 st;—;dosa;0,01;;;;;;;;;
6;6542020;542;20;Tillägg – doskombination gemensam täckplatta;—;doskombination;0,01;;;;;;;;;
6;6542021;542;21;Avväga golvdosa/golvbrunn;—;dosa;0,09;;;;;;;;;
6;6542022;542;22;Montering påbyggnads-/förhöjningsring (skruv);—;dosa;0,01;;;;;;;;;
6;6542025;542;25;Tillägg – inpassning i ramstycken/panel/list/kakel/fasadtegel;—;dosa;0,1;;;;;;;;;
6;6543026;543;26;Tillägg – arbete i kopplings-/tak-/apparatdosa (Protec);—;dosa;0,04;;;;;;;;;
6;6543033;543;33;Tillägg – borrning rörutlopp i dosa (Protec);—;doskombination;0,04;;;;;;;;;
6;6545010;545;10;Genomföringsmuff t.o.m. 4 utlopp (inkl ev. takkrokinsats);u-kant -0 / ö-kant -1 / väggform -2;muff;0,06;0,14;0,05;;;;;;;
6;6545011;545;11;Rörgenomf. mellan väggformar (VP/SM/OMG) t.o.m. Ø50, L≤75 cm;Väggform (-2);rör;;;0,16;;;;;;;
6;6545012;545;12;Genomföringsmuff på stålform inkl borrning;u-kant -0 / ö-kant -1 / väggform stål -2;muff;0,09;0,13;0,07;;;;;;;
6;6545013;545;13;Rörgenomf. mellan väggformar på stålform;Väggform stål (-2);rör;;;0,26;;;;;;;
6;6547010;547;10;Läkt/kloss trä ≤6×11×80 cm – tillverka, fästa, bort;Valv u-kant -0 / ö-kant -1 / Träform -2 / Stålform -3 / Dubbelform trä -4 / Dubbelform stål -5;låda;0,18;0,27;0,19;0,21;0,27;0,3;;;;
6;6547011;547;11;Kloss av frigolit/lättbetong ≤30 cm – tillv/fästa/bort;Valv u-kant -0 / ö-kant -1 / Träform -2 / Stålform -3 / Dubbelform trä -4 / Dubbelform stål -5;låda;0,12;0,18;0,1;0,12;0,15;0,16;;;;
6;6548010;548;10;Låda/ram m.m. – största mått ≤25 cm;På form (trä/stål) inkl borrning = -2 / I regelverk trä -0 / stål -1;låda;;;0,28;0,35;0,44;;;;;
6;6548011;548;11;Låda/ram – största mått 25–75 cm;På form (trä/stål) = -2 / I regelverk trä -0 / stål -1;låda;;;0,55;0,69;0,7;;;;;
6;6548012;548;12;Låda/ram – största mått 75–150 cm;På form (trä/stål) = -2 / I regelverk trä -0 / stål -1;låda;;;1,54;1,92;0,95;;;;;
6;6600010;600;10;Kabelskyddsrör på u-kantsarm/planbjälklag m. naj – släta på ring inkl skarv;Ø t.o.m. 50 = -0 / 75 = -1 / 110 = -2 / 160 = -3;m;0,03;0,04;0,04;;;;;;;
6;6600011;600;11;Kabelskyddsrör på u-kantsarm/planbjälklag – släta dubbelvägg (6 m);Ø t.o.m. 50 = -0 / 75 = -1 / 110 = -2 / 160 = -3;m;0,05;0,05;0,09;0,12;;;;;;
6;6601010;601;10;Kabelskyddsrör täta (6 m), öppen/dold – fästa m klammer/band;Ø 50 = -0 / 75 = -1 / 110 = -2 / 160 = -3;m;0,09;0,09;0,13;0,16;;;;;;
6;6601011;601;11;Kabelskyddsrör täta (6 m), öppen/dold – fästa m strips/naj;Ø 50 = -0 / 75 = -1 / 110 = -2 / 160 = -3;m;0,05;0,05;0,09;0,12;;;;;;
6;6602010;602;10;Kabelskyddsrör på ring i jord/öppen kanal – släta/korr/ dubbelv.;Ø 50 = -0 / 75 = -1 / 110 = -2 / 160 = -3;m;0,04;0,05;0,08;;;;;;;
6;6602011;602;11;Kabelskyddsrör korrugerade enkelvägg på ring;Ø 50 = -0 / 75 = -1 / 110 = -2 / 160 = -3;m;0,01;0,02;0,02;;;;;;;
6;6603010;603;10;Kabelskyddsrör dubbelvägg (6 m) – i jord/öppen kanal utan fastsättning;Ø 50 = -0 / 75 = -1 / 110 = -2 / 160 = -3;m;0,04;0,05;0,08;0,09;;;;;;
6;6603015;603;15;Tillägg – förläggning med avstånd (inkl kloss/hållare);—;m;0,01;;;;;;;;;
6;6603016;603;16;Tillägg – skarvning enl 600/601/603 inkl tätning/infett/kapning;—;m;0,09;;;;;;;;;
6;6998010;998;10;Tillägg vid rörförläggning – rullställning 4–10 m;Motordrivna/ej motordr = -0 / Motordrivna från plattform = -1;m förläggn. sträcka;0,04;0,03;;;;;;;;
6;6998011;998;11;Tillägg vid rörförläggning på lina – rullställning 4–10 m;—;m lina;0,04;0,03;;;;;;;;
6;6998012;998;12;Tillägg vid rörförläggning på hylla/stege – rullställning 4–10 m;—;m rör;0,02;0,01;;;;;;;;
6;6998013;998;13;Tillägg vid håltagning/upps. dosor etc. – rullställning 4–10 m;—;arbetsställe;0,09;0,06;;;;;;;;
7;750101000;501;10;FK/RK (per 10 m) (501);;per 10 m;0.08;;;;;;;;;
7;750101100;501;11;FK/RK/MK (501);;m;;0.01;0.01;0.02;0.02;;;;;
7;750101200;501;12;Tvinnad FK 3–5 led (501);;m;0.03;;;;;;;;;
7;750301000;503;10;Idraga dragtråd i tomrör (503);;m;0.02;;;;;;;;;
7;750901000;509;10;Upplägga/upphänga samt fastsätta gummislangkabel (509);;m kabel;0.01;0.02;0.02;0.03;0.04;;;;;
7;751001000;510;10;Installations-anslutningskabel t.o.m. 5-ledare (510) Area (mm2) ≤2.5;;m kabel;0.03;0.12;0.08;0.03;0.05;0.04;0.03;;;
7;751001100;510;11;Installations-anslutningskabel t.o.m. 5-ledare (510) Area (mm2) 4–6;;m kabel;0.04;0.12;0.09;0.05;0.06;0.05;0.05;;;
7;751001200;510;12;Installations-anslutningskabel t.o.m. 5-ledare (510) Area (mm2) 10–16;;m kabel;0.04;0.16;0.10;0.07;0.07;0.07;0.07;;;
7;751002000;510;20;Installations-anslutningskabel t.o.m. 5-ledare (510) Area (mm2) Tillägg mantlad EKLK;;m kabel;;;;0.04;;;;;;
7;751201000;512;10;Styrkablar (512) Ledare 1.0–1.5 mm² t.o.m. 10 led;;m kabel;0.03;0.12;0.08;0.03;0.05;0.04;0.03;;;
7;751201100;512;11;Styrkablar (512) Ledare 1.5 mm² 11–20 / 1.0 mm² 11–30;;m kabel;0.04;0.12;0.11;0.05;0.06;0.05;0.05;;;
7;751201200;512;12;Styrkablar (512) Ledare 1.5 mm² 21–30 / 1.0 mm² 31–50;;m kabel;0.04;0.15;0.14;0.07;0.07;0.07;0.07;;;
7;751201300;512;13;Styrkablar (512) Ledare 1.5 mm² 31–50 / 1.0 mm² 51–80;;m kabel;0.06;0.16;0.15;0.09;0.09;0.09;0.09;;;
7;751201400;512;14;Styrkablar (512) Ledare 1.5 mm² 51–100 / 1.0 mm² 81–100;;m kabel;0.07;0.21;0.20;0.12;0.12;0.12;0.12;;;
7;751202000;512;20;Styrkablar (512) Ledare Tillägg mantlad EKLR;;m kabel;;;;0.04;;;;;;
7;751301000;513;10;Kulokabel ≤2.5 mm² (oavsett underlag) (513);;m kabel;0.12;;;;;;;;;
7;751601000;516;10;Tillverka klammer av band ≤15 mm (516);;klammer;0.01;;;;;;;;;
7;751601100;516;11;Klammer >15–22 mm (516);;klammer;0.02;;;;;;;;;
7;751601200;516;12;Klammer 25 mm (516);;klammer;0.04;;;;;;;;;
7;751601500;516;15;Tillägg för avståndsklammer (516);;m kabel;0.04;;;;;;;;;
7;751801000;518;10;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) 2.5;;m kabel;0.03;0.03;0.12;0.08;0.07;0.05;0.04;0.03;0.02;0.02
7;751801100;518;11;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) 4–6;;m kabel;0.04;0.04;0.12;0.09;0.08;0.05;0.05;0.05;0.02;0.03
7;751801200;518;12;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) 10–16;;m kabel;0.04;0.05;0.16;0.13;0.09;0.07;0.07;0.08;0.02;0.03
7;751801300;518;13;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) 25–35;;m kabel;0.05;0.07;0.17;0.14;0.10;0.08;0.09;;0.03;0.05
7;751801400;518;14;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) 50–70;;m kabel;0.07;0.09;0.23;0.17;0.12;0.12;0.14;;0.05;0.08
7;751801500;518;15;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) 95–120;;m kabel;0.11;0.14;0.30;0.24;;0.13;0.15;;0.07;0.11
7;751801600;518;16;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) 150–185;;m kabel;0.16;0.20;0.36;0.29;;0.18;0.20;;0.11;0.17
7;751801700;518;17;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) 240–300;;m kabel;0.23;0.29;0.46;0.37;;0.24;0.27;;0.16;0.23
7;751802000;518;20;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) Tillägg koppar 95–300;;m kabel;;0.02;0.02;0.02;;0.02;0.02;;;0.02
7;751802100;518;21;Lågspänningskabel 1 kV t.o.m. 5-ledare (518) Area (mm2) Tillägg polklammer på stege;;m kabel;0.02;0.02;;;;;;;;
7;752901000;529;10;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 6;;m kabel;0.03;0.03;0.05;0.02;0.02;0.02;0.03;;;
7;752901100;529;11;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 10–16;;m kabel;0.03;0.03;0.06;0.02;0.03;0.05;0.08;;;
7;752901200;529;12;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 25–35;;m kabel;0.04;0.05;0.07;0.03;0.03;0.08;0.10;;;
7;752901300;529;13;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 50–70;;m kabel;0.05;0.07;0.09;0.04;0.05;0.10;0.12;;;
7;752901400;529;14;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 95–120;;m kabel;0.11;0.14;0.14;0.06;0.08;0.14;0.16;;;
7;752901500;529;15;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 150–185;;m kabel;0.17;0.20;0.19;0.08;0.11;0.18;0.20;;;
7;752901600;529;16;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 240–300;;m kabel;0.25;0.29;0.25;0.13;0.16;0.24;0.28;;;
7;752901700;529;17;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 400–500;;m kabel;0.27;0.31;0.27;0.15;0.18;0.27;0.31;;;
7;752901800;529;18;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 630;;m kabel;0.31;0.37;0.33;0.17;0.20;0.31;0.35;;;
7;752901900;529;19;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) 1000;;m kabel;0.44;;;0.26;;0.40;;;;
7;752902000;529;20;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) Tillägg 3-ledare 50–240;;m kabel;;0.02;0.02;;0.02;;;;;
7;752902100;529;21;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) Tillägg koppar 95–1000;;m kabel;;0.02;0.02;;0.02;;;;;
7;752902200;529;22;Mellanspänningskabel t.o.m. 24 kV (529) Area (mm2) Tillägg polklammer på stege;;m kabel;0.02;0.02;;;;;;;;
7;753101000;531;10;Vägg-/nedledarfäste (oavsett underlag) (531);;st;0.14;0.10;;;;;;;;
7;753101100;531;11;Fals/nock/hängränneklämma el likn (531);;st;0.14;0.10;;;;;;;;
7;753101200;531;12;Takfäste platt tak (531);;st;0.09;0.05;;;;;;;;
7;753101300;531;13;Takfäste platt tak inkl limning (531);;st;0.22;0.18;;;;;;;;
7;753101400;531;14;Takfäste platt tak m damask inkl limning (531);;st;0.29;0.25;;;;;;;;
7;753101500;531;15;Pot-/jordningsskena ≤0.5 m (exkl inkoppling) (531);;st;0.14;;;;;;;;;
7;753101600;531;16;Pot-/jordningsskena ≤1.5 m (exkl inkoppling) (531);;st;0.21;;;;;;;;;
7;753101700;531;17;Jordningsband för stål/kopparrör (exkl inkoppling) (531);;st;0.10;;;;;;;;;
7;753101800;531;18;Multiklämma/bultförband t.o.m. 1 skruv (531);;st;0.10;;;;;;;;;
7;753101900;531;19;Multiklämma/bultförband t.o.m. 4 skruv (531);;st;0.14;;;;;;;;;
7;753301200;533;12;Förankring med flagglina (533) Orientering Horisontell (-0);;förankring;0.21;;;;;;;;;
7;753301201;533;12;Förankring med flagglina (533) Orientering Vertikal (-1);;förankring;0.27;;;;;;;;;
7;753301300;533;13;Förankring med spännband (533) Orientering Horisontell (-0);;förankring;0.17;;;;;;;;;
7;753301301;533;13;Förankring med spännband (533) Orientering Vertikal (-1);;förankring;0.23;;;;;;;;;
7;753501000;535;10;4–6 mm² (535);;m lina;0.02;0.12;0.05;0.04;0.02;0.01;;0.04;;
7;753501100;535;11;10–16 mm² (535);;m lina;0.02;0.12;0.07;0.06;0.02;0.01;;0.05;;
7;753501200;535;12;25–35 mm² (535);;m lina;0.03;0.12;0.09;0.07;0.04;0.01;;0.06;;
7;753501300;535;13;50–70 mm² (535);;m lina;0.04;0.17;0.10;0.09;0.05;0.02;0.07;0.08;;
7;753501400;535;14;95–120 mm² (535);;m lina;0.05;0.21;0.14;0.10;0.07;0.03;0.08;0.11;;
7;753501500;535;15;150–185 mm² (535);;m lina;0.07;0.28;0.21;0.12;0.11;0.04;;;;
7;753501600;535;16;240–300 mm² (535);;m lina;0.09;0.32;0.24;0.16;0.16;0.06;;;;
7;753502100;535;21;Stållina massiv ≤8 mm (535);;m lina;;0.12;0.09;0.10;0.06;0.04;0.07;0.08;;
7;753502101;535;21;Stållina 10 mm (535);;m lina;;0.14;0.12;0.13;0.08;0.06;0.10;0.11;;
7;753502200;535;22;Rostfri ≤8 mm (535);;m lina;;0.13;0.10;0.11;0.07;0.05;0.08;0.09;;
7;753502300;535;23;Rostfri 10 mm (535);;m lina;;0.15;0.13;0.14;0.09;0.07;0.11;0.12;;
7;753502400;535;24;Plattstål ≤105 mm² (535);;m lina;;;0.12;;0.08;0.05;;0.10;;
7;753502500;535;25;Plattstål ≤160 mm² (535);;m lina;;;0.14;;0.10;0.07;;0.13;;
7;753601000;536;10;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) 7;;m kabel;0.02;0.03;;;;;;;;
7;753601100;536;11;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) 10;;m kabel;0.03;0.03;0.10;;;;;;;
7;753601200;536;12;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) 13;;m kabel;0.04;0.03;0.11;;;;;;;
7;753601300;536;13;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) 16;;m kabel;0.04;0.03;0.12;;;;;;;
7;753601400;536;14;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) 20;;m kabel;0.04;0.03;0.13;;;;;;;
7;753601500;536;15;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) 24;;m kabel;0.05;0.04;0.13;;;;;;;
7;753601600;536;16;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) 28;;m kabel;0.06;0.04;0.14;;;;;;;
7;753601700;536;17;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) Tillägg brandlarmskabel;;m kabel;0.01;0.01;;;;;;;;
7;753601800;536;18;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) Tillägg optokabel;;m kabel;0.02;0.02;;;;;;;;
7;753601900;536;19;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) Tillägg per +4 mm över 28 mm;;m kabel;0.01;0.01;0.01;;;;;;;
7;753602000;536;20;Telekablar (förläggning, tillägg, vaselin) (536) Kabeldiameter (mm) Tillägg skruvklammer (utvändigt);;m kabel;;;0.03;;;;;;;
7;753701000;537;10;Datakabel ≤10 mm (537);;m;0.02;;;;;;;;;
7;753701100;537;11;Datakabel siames ≤13 mm (537);;m;0.03;;;;;;;;;
7;753801000;538;10;Telekablar (förläggning, tillägg, vaselin) (538) Kabeldiameter (mm) Najning telekabel på stege – hor;;m kabel;0.01;;;;;;;;;
7;753801001;538;10;Telekablar (förläggning, tillägg, vaselin) (538) Kabeldiameter (mm) Najning telekabel på stege – vert;;m kabel;0.03;;;;;;;;;
7;753801100;538;11;Telekablar (förläggning, tillägg, vaselin) (538) Kabeldiameter (mm) Najning bunt 2–6 enl 536;;m bunt;0.02;0.04;;;;;;;;
7;753801200;538;12;Telekablar (förläggning, tillägg, vaselin) (538) Kabeldiameter (mm) Tillägg ytterligare 1–6 kablar i bunt;;m bunt;0.02;0.02;;;;;;;;
7;753901000;539;10;Najning (horisontell) (539);;m bunt kabel;0.02;;;;;;;;;
7;753901001;539;10;Najning (vertikal) (539);;m bunt kabel;0.04;;;;;;;;;
7;754401000;544;10;Telekablar (förläggning, tillägg, vaselin) (544) Kabeldiameter (mm) Rengöra kabelände från vaselin – 10x2;;kabelände;0.04;;;;;;;;;
7;754401001;544;10;Telekablar (förläggning, tillägg, vaselin) (544) Kabeldiameter (mm) Rengöra kabelände från vaselin – 20x2;;kabelände;0.08;;;;;;;;;
7;754401002;544;10;Telekablar (förläggning, tillägg, vaselin) (544) Kabeldiameter (mm) Rengöra kabelände från vaselin – 30x2;;kabelände;0.12;;;;;;;;;
7;754401003;544;10;Telekablar (förläggning, tillägg, vaselin) (544) Kabeldiameter (mm) Rengöra kabelände från vaselin – 50x2;;kabelände;0.21;;;;;;;;;
7;754401004;544;10;Telekablar (förläggning, tillägg, vaselin) (544) Kabeldiameter (mm) Rengöra kabelände från vaselin – 100x2;;kabelände;0.41;;;;;;;;;
7;766201000;662;10;RGP 50 / RGP 100 (662) Placering Vägg (-0);;packningsutrymme;0.36;;;;;;;;;
7;766201001;662;10;RGP 50 / RGP 100 (662) Placering Golv (-1);;packningsutrymme;0.73;;;;;;;;;
7;766201100;662;11;RGP 125 / RGP 150 (662) Placering Vägg (-0);;packningsutrymme;0.53;;;;;;;;;
7;766201101;662;11;RGP 125 / RGP 150 (662) Placering Golv (-1);;packningsutrymme;1.06;;;;;;;;;
7;766201200;662;12;RGB2/RGBO2/RGG2/RGGO2/RGS2/RGSO2/RGP200 (662) Placering Vägg (-0);;packningsutrymme;0.80;;;;;;;;;
7;766201201;662;12;RGB2/RGBO2/RGG2/RGGO2/RGS2/RGSO2/RGP200 (662) Placering Golv (-1);;packningsutrymme;1.60;;;;;;;;;
7;766201300;662;13;RGB4/RGBO4/RGG4/RGGO4/RGS4/RGSO4 (662) Placering Vägg (-0);;packningsutrymme;1.26;;;;;;;;;
7;766201301;662;13;RGB4/RGBO4/RGG4/RGGO4/RGS4/RGSO4 (662) Placering Golv (-1);;packningsutrymme;2.52;;;;;;;;;
7;766201400;662;14;RGB6/RGBO6/RGG6/RGGO6/RGS6/RGSO6 (662) Placering Vägg (-0);;packningsutrymme;1.62;;;;;;;;;
7;766201401;662;14;RGB6/RGBO6/RGG6/RGGO6/RGS6/RGSO6 (662) Placering Golv (-1);;packningsutrymme;3.23;;;;;;;;;
7;766601000;666;10;Torstop brandtätning i färdigborrat hål (666);;brandtätning;0.13;;;;;;;;;
7;767701000;677;10;Kapa/bocka/fästa kabelskydd/skyddsrör ≤2 m (677);;skyddsrör;0.19;;;;;;;;;
7;767701100;677;11;Kabelskydd >75 mm eller >2 m (677);;kabelskydd;0.23;;;;;;;;;
7;767701200;677;12;Tillkapa/isätta/fästa VP/SM-skyddsrör i färdigborrat hål (677);;skyddsrör;0.05;;;;;;;;;
7;768001000;680;10;Utlägga kabelskydd av plast (680);;m;0.01;;;;;;;;;
7;768001200;680;12;Utlägga markeringsband i kabelgrav (680);;m;0.01;;;;;;;;;
7;768401100;684;11;Kron-/gruppdosa ≤2.5 mm² (684);;dosa;0.10;;;;;;;;;
7;768401400;684;14;Spis-/anslutningsdosa ≤2.5 mm² inkl lock med skruv (684);;dosa;0.24;;;;;;;;;
7;768401500;684;15;Spis-/anslutningsdosa ≤6 mm² (684);;dosa;0.33;;;;;;;;;
7;768401600;684;16;Stigardosa/plint ≤6 mm² inkl lock med skruv (684);;dosa;0.30;;;;;;;;;
